,code,type,team,player,x,y,minute,second,period,match,team_name,player_name,outcome,phase,tipo.1,end_x,end_y,extra
218,45,dribble_received,1564,220871,16.9,70.6,12,21,1,2372222,Almería,Sergio Akieme,0,0,0,0.0,0.0,0
219,3,failed_dribble,184,40721,86.6,26.4,12,21,1,2372222,Rayo Vallecano,Óscar Trejo,0,0,0,0.0,0.0,0
220,7,tackle,1564,233681,13.4,73.6,12,22,1,2372222,Almería,Lucas Robertone,0,0,0,0.0,0.0,0
221,1,pass,184,434078,80.1,21.4,12,25,1,2372222,Rayo Vallecano,Isi Palazón,1,0,0,76.1,11.6,0
222,1,pass,184,97624,76.2,10.7,12,27,1,2372222,Rayo Vallecano,Iván Balliu,1,0,0,73.3,19.0,0
223,1,pass,184,434078,73.6,18.3,12,28,1,2372222,Rayo Vallecano,Isi Palazón,1,0,0,68.4,13.0,0
224,1,pass,184,183462,68.4,12.7,12,29,1,2372222,Rayo Vallecano,Unai López,1,0,0,74.6,3.8,0
225,1,failed_pass,184,97624,78.1,4.2,12,33,1,2372222,Rayo Vallecano,Iván Balliu,0,0,0,89.0,36.0,0
226,12,clearance,1564,210977,10.4,60.0,12,34,1,2372222,Almería,Srdjan Babic,1,0,0,35.2,73.5,0
227,61,touched_ball,1564,432838,33.8,73.5,12,36,1,2372222,Almería,Luis Suárez,0,0,0,0.0,0.0,0
228,1,failed_pass,184,433161,69.0,34.2,12,37,1,2372222,Rayo Vallecano,Óscar Valentín,0,0,0,65.1,28.8,0
229,74,pass_block,1564,432838,30.2,73.8,12,37,1,2372222,Almería,Luis Suárez,1,0,0,0.0,0.0,0
230,1,pass,1564,233681,30.8,70.8,12,38,1,2372222,Almería,Lucas Robertone,1,0,0,34.9,43.6,0
231,49,ball_recovery,1564,433952,35.1,42.4,12,40,1,2372222,Almería,Largie Ramazani,1,0,0,0.0,0.0,0
232,1,pass,1564,433952,55.4,13.2,12,46,1,2372222,Almería,Largie Ramazani,1,0,0,34.2,8.9,0
233,1,pass,1564,234548,35.8,9.4,12,49,1,2372222,Almería,Álex Pozo,1,0,0,31.3,31.3,0
234,1,pass,1564,469402,32.1,33.3,12,51,1,2372222,Almería,Edgar González,1,0,0,33.6,59.0,0
235,1,pass,1564,210977,45.1,65.5,12,56,1,2372222,Almería,Srdjan Babic,1,0,0,44.3,86.5,0
236,1,pass,1564,463170,44.3,86.5,12,58,1,2372222,Almería,Iddrisu Baba,1,0,0,62.0,97.1,0
237,1,pass,1564,220871,63.2,96.9,13,0,1,2372222,Almería,Sergio Akieme,1,0,0,84.0,95.4,0
238,1,failed_pass,1564,132161,94.1,85.3,13,6,1,2372222,Almería,Adri Embarba,0,0,0,95.0,55.5,0
239,12,clearance,184,89399,8.4,42.9,13,7,1,2372222,Rayo Vallecano,Aridane Hernández,1,0,0,9.3,39.0,0
240,61,touched_ball,1564,432838,93.8,57.5,13,7,1,2372222,Almería,Luis Suárez,1,0,0,0.0,0.0,0
241,49,ball_recovery,184,433161,12.2,38.9,13,9,1,2372222,Rayo Vallecano,Óscar Valentín,1,0,0,0.0,0.0,0
242,1,failed_pass,184,433161,11.1,35.1,13,9,1,2372222,Rayo Vallecano,Óscar Valentín,0,0,0,37.4,-1.8,0
243,5,ball_out,1564,463170,61.8,100.0,13,15,1,2372222,Almería,Iddrisu Baba,1,0,347,0.0,0.0,0
244,5,ball_out,184,433161,38.2,0.0,13,15,1,2372222,Rayo Vallecano,Óscar Valentín,0,0,347,0.0,0.0,0
245,1,pass,1564,220871,61.0,100.0,13,33,1,2372222,Almería,Sergio Akieme,1,0,0,62.6,92.1,0
246,1,pass,1564,132161,56.6,85.3,13,36,1,2372222,Almería,Adri Embarba,1,0,0,46.2,59.0,0
247,1,pass,1564,469402,46.2,59.0,13,38,1,2372222,Almería,Edgar González,1,0,0,39.6,86.3,0
248,1,pass,1564,210977,35.7,83.6,13,41,1,2372222,Almería,Srdjan Babic,1,0,0,20.8,61.2,0
249,1,pass,1564,76611,21.6,60.0,13,45,1,2372222,Almería,Diego Mariño,1,0,0,25.1,41.9,0
250,1,pass,1564,469402,27.4,31.9,13,49,1,2372222,Almería,Edgar González,1,0,0,36.2,28.8,0
251,1,pass,1564,233681,36.2,28.6,13,50,1,2372222,Almería,Lucas Robertone,1,0,0,25.5,31.3,0
252,3,failed_dribble,1564,469402,23.3,26.8,13,52,1,2372222,Almería,Edgar González,0,0,0,0.0,0.0,0
253,4,foul_received,1564,469402,26.0,31.6,13,53,1,2372222,Almería,Edgar González,1,0,152,0.0,0.0,0
254,4,foul_committed,184,40721,74.0,68.4,13,53,1,2372222,Rayo Vallecano,Óscar Trejo,0,0,152,0.0,0.0,0
255,1,pass,1564,469402,27.8,28.9,14,17,1,2372222,Almería,Edgar González,1,0,0,25.4,76.1,0
256,1,pass,1564,210977,24.3,73.9,14,23,1,2372222,Almería,Srdjan Babic,1,0,0,21.9,37.0,0
257,1,pass,1564,469402,21.9,37.0,14,26,1,2372222,Almería,Edgar González,1,0,0,30.1,31.2,0
258,1,failed_pass,1564,233681,27.6,28.6,14,27,1,2372222,Almería,Lucas Robertone,0,0,0,27.9,27.6,0
259,74,pass_block,184,433161,71.0,75.4,14,28,1,2372222,Rayo Vallecano,Óscar Valentín,1,0,0,0.0,0.0,0
260,1,failed_pass,1564,469402,19.4,7.4,14,31,1,2372222,Almería,Edgar González,0,0,0,41.9,9.8,0
261,8,cut_pass,184,178424,59.2,93.3,14,33,1,2372222,Rayo Vallecano,Alfonso Espino,1,0,0,0.0,0.0,0
262,49,ball_recovery,184,165682,61.7,86.2,14,34,1,2372222,Rayo Vallecano,Álvaro García,1,0,0,0.0,0.0,0
263,1,pass,184,165682,61.7,86.2,14,34,1,2372222,Rayo Vallecano,Álvaro García,1,0,0,65.6,90.6,0
264,1,pass,184,178424,65.9,90.6,14,36,1,2372222,Rayo Vallecano,Alfonso Espino,1,0,0,67.8,71.6,0
265,50,ball_stolen,184,40721,67.8,76.8,14,37,1,2372222,Rayo Vallecano,Óscar Trejo,0,0,0,0.0,0.0,0
266,7,tackle,1564,463170,32.2,23.2,14,37,1,2372222,Almería,Iddrisu Baba,1,0,0,0.0,0.0,0
267,1,failed_pass,1564,463170,30.9,15.0,14,39,1,2372222,Almería,Iddrisu Baba,0,0,0,44.1,15.2,0
268,1,failed_pass,184,77359,58.4,88.4,14,40,1,2372222,Rayo Vallecano,Florian Lejeune,0,0,0,86.5,92.2,0
269,44,aerial_duel,1564,233681,11.4,8.8,14,44,1,2372222,Almería,Lucas Robertone,1,0,0,0.0,0.0,0
270,44,aerial_duel,184,165682,88.6,91.2,14,44,1,2372222,Rayo Vallecano,Álvaro García,0,0,0,0.0,0.0,0
271,49,ball_recovery,1564,233681,8.0,11.6,14,47,1,2372222,Almería,Lucas Robertone,1,0,0,0.0,0.0,0
272,1,pass,1564,233681,4.4,12.8,14,47,1,2372222,Almería,Lucas Robertone,1,0,0,25.4,8.5,0
273,3,failed_dribble,1564,441293,31.1,11.0,14,49,1,2372222,Almería,Lázaro,0,0,0,0.0,0.0,0
274,4,foul_received,1564,441293,26.0,9.2,14,50,1,2372222,Almería,Lázaro,1,0,152,0.0,0.0,0
275,4,foul_committed,184,433161,74.0,90.8,14,50,1,2372222,Rayo Vallecano,Óscar Valentín,0,0,152,0.0,0.0,0
276,1,pass,1564,234548,35.3,10.1,15,14,1,2372222,Almería,Álex Pozo,1,0,0,54.3,91.5,0
277,1,pass,1564,220871,54.3,91.5,15,16,1,2372222,Almería,Sergio Akieme,1,0,0,83.1,95.3,0
278,61,touched_ball,1564,432838,83.1,95.3,15,18,1,2372222,Almería,Luis Suárez,0,0,0,0.0,0.0,0
279,5,ball_out,1564,432838,83.4,100.0,15,20,1,2372222,Almería,Luis Suárez,0,0,347,0.0,0.0,0
280,5,ball_out,184,433161,16.6,0.0,15,20,1,2372222,Rayo Vallecano,Óscar Valentín,1,0,347,0.0,0.0,0
281,1,failed_pass,184,97624,19.4,0.0,15,45,1,2372222,Rayo Vallecano,Iván Balliu,0,0,0,43.5,6.5,0
282,1,failed_pass,1564,220871,53.6,94.6,15,46,1,2372222,Almería,Sergio Akieme,0,0,0,65.0,91.9,0
283,1,failed_pass,184,183462,32.2,9.4,15,47,1,2372222,Rayo Vallecano,Unai López,0,0,0,59.8,65.2,0
284,1,pass,1564,234548,40.0,30.6,15,50,1,2372222,Almería,Álex Pozo,1,0,0,53.6,64.3,0
285,44,aerial_duel,1564,233681,53.2,66.0,15,53,1,2372222,Almería,Lucas Robertone,1,0,0,0.0,0.0,0
286,44,aerial_duel,184,434078,46.8,34.0,15,53,1,2372222,Rayo Vallecano,Isi Palazón,0,0,0,0.0,0.0,0
287,1,pass,1564,233681,53.6,64.3,15,53,1,2372222,Almería,Lucas Robertone,1,0,0,55.4,75.3,0
288,49,ball_recovery,1564,132161,55.4,75.3,15,55,1,2372222,Almería,Adri Embarba,1,0,0,0.0,0.0,0
289,1,pass,1564,132161,55.4,75.3,15,55,1,2372222,Almería,Adri Embarba,1,0,0,62.0,72.4,0
290,1,failed_pass,1564,432838,62.0,72.4,15,56,1,2372222,Almería,Luis Suárez,0,0,0,51.9,47.0,0
291,49,ball_recovery,184,40721,52.1,53.8,15,59,1,2372222,Rayo Vallecano,Óscar Trejo,1,0,0,0.0,0.0,0
292,1,pass,184,40721,54.4,55.8,15,59,1,2372222,Rayo Vallecano,Óscar Trejo,1,0,0,70.9,88.2,0
293,1,failed_pass,184,165682,76.5,79.5,16,4,1,2372222,Rayo Vallecano,Álvaro García,0,0,0,87.1,50.4,0
294,12,clearance,1564,210977,10.8,48.4,16,5,1,2372222,Almería,Srdjan Babic,1,0,0,29.0,28.5,0
295,1,pass,1564,441293,29.0,28.5,16,7,1,2372222,Almería,Lázaro,1,0,0,34.3,27.7,0
296,49,ball_recovery,1564,433952,32.4,12.6,16,9,1,2372222,Almería,Largie Ramazani,1,0,0,0.0,0.0,0
297,61,touched_ball,1564,433952,34.3,4.0,16,11,1,2372222,Almería,Largie Ramazani,0,0,0,0.0,0.0,0
298,5,ball_out,1564,433952,34.1,0.0,16,11,1,2372222,Almería,Largie Ramazani,0,0,347,0.0,0.0,0
299,5,ball_out,184,178424,65.9,100.0,16,11,1,2372222,Rayo Vallecano,Alfonso Espino,1,0,347,0.0,0.0,0
300,1,pass,184,178424,67.8,100.0,16,31,1,2372222,Rayo Vallecano,Alfonso Espino,1,0,0,37.7,93.1,0
301,1,pass,184,77359,35.9,92.4,16,34,1,2372222,Rayo Vallecano,Florian Lejeune,1,0,0,35.5,58.0,0
302,1,pass,184,89399,44.9,51.1,16,39,1,2372222,Rayo Vallecano,Aridane Hernández,1,0,0,44.4,69.0,0
303,1,pass,184,433161,44.4,70.1,16,42,1,2372222,Rayo Vallecano,Óscar Valentín,1,0,0,55.9,89.7,0
304,1,pass,184,77359,61.2,86.4,16,46,1,2372222,Rayo Vallecano,Florian Lejeune,1,0,0,66.1,68.3,0
305,1,pass,184,449300,66.5,67.6,16,47,1,2372222,Rayo Vallecano,Randy Nteka,1,0,0,62.4,73.9,0
306,1,pass,184,40721,65.4,81.0,16,50,1,2372222,Rayo Vallecano,Óscar Trejo,1,0,0,60.0,90.2,0
307,1,pass,184,77359,57.9,85.3,16,54,1,2372222,Rayo Vallecano,Florian Lejeune,1,0,0,87.7,5.4,0
308,61,touched_ball,184,97624,90.1,4.9,16,57,1,2372222,Rayo Vallecano,Iván Balliu,0,0,0,0.0,0.0,0
309,49,ball_recovery,1564,132161,2.3,93.5,16,59,1,2372222,Almería,Adri Embarba,1,0,0,0.0,0.0,0
310,1,failed_pass,1564,132161,2.3,93.9,17,1,1,2372222,Almería,Adri Embarba,0,0,0,17.1,97.1,0
311,49,ball_recovery,184,434078,81.9,4.2,17,3,1,2372222,Rayo Vallecano,Isi Palazón,1,0,0,0.0,0.0,0
312,1,pass,184,434078,79.8,4.0,17,3,1,2372222,Rayo Vallecano,Isi Palazón,1,0,0,70.5,5.1,0
313,1,pass,184,183462,68.9,6.2,17,5,1,2372222,Rayo Vallecano,Unai López,1,0,0,75.3,3.8,0
314,1,pass,184,434078,74.3,4.2,17,10,1,2372222,Rayo Vallecano,Isi Palazón,1,0,0,63.8,5.6,0
315,1,pass,184,183462,66.0,4.9,17,12,1,2372222,Rayo Vallecano,Unai López,1,0,0,93.0,65.9,0
316,1,failed_pass,184,178424,92.4,71.2,17,15,1,2372222,Rayo Vallecano,Alfonso Espino,0,0,0,88.6,55.1,0
317,12,clearance,1564,234548,11.8,48.5,17,16,1,2372222,Almería,Álex Pozo,1,0,0,20.0,41.8,0
318,1,pass,184,40721,77.2,59.6,17,19,1,2372222,Rayo Vallecano,Óscar Trejo,1,0,0,90.6,67.0,0
319,4,foul_received,184,449300,92.2,66.7,17,21,1,2372222,Rayo Vallecano,Randy Nteka,1,0,152,0.0,0.0,265
320,4,foul_committed,1564,469402,7.8,33.3,17,21,1,2372222,Almería,Edgar González,0,0,152,0.0,0.0,265
321,58,unidentified,1564,76611,0.6,49.9,19,34,1,2372222,Almería,Diego Mariño,1,0,0,0.0,0.0,0
322,16,goal,184,434078,88.5,50.0,19,34,1,2372222,Rayo Vallecano,Isi Palazón,1,0,9,0.0,0.0,0
323,1,pass,1564,132161,49.8,50.1,20,40,1,2372222,Almería,Adri Embarba,1,0,0,39.1,47.0,0
324,1,pass,1564,233681,39.9,47.0,20,42,1,2372222,Almería,Lucas Robertone,1,0,0,54.3,51.2,0
325,1,pass,1564,132161,54.4,51.2,20,43,1,2372222,Almería,Adri Embarba,1,0,0,56.3,39.2,0
326,4,foul_received,1564,433952,58.2,39.8,20,44,1,2372222,Almería,Largie Ramazani,1,0,152,0.0,0.0,265
327,4,foul_committed,184,165682,41.8,60.2,20,44,1,2372222,Rayo Vallecano,Álvaro García,0,0,152,0.0,0.0,265
328,1,pass,1564,233681,54.4,44.3,21,23,1,2372222,Almería,Lucas Robertone,1,0,0,12.1,28.0,0
329,1,pass,1564,76611,13.8,47.5,21,29,1,2372222,Almería,Diego Mariño,1,0,0,17.7,32.4,0
330,1,pass,1564,469402,21.5,30.9,21,32,1,2372222,Almería,Edgar González,1,0,0,29.2,30.9,0
331,1,pass,1564,233681,29.8,49.6,21,35,1,2372222,Almería,Lucas Robertone,1,0,0,33.2,90.6,0
332,1,pass,1564,220871,30.6,81.8,21,39,1,2372222,Almería,Sergio Akieme,1,0,0,20.7,67.0,0
333,1,pass,1564,210977,18.3,55.7,21,41,1,2372222,Almería,Srdjan Babic,1,0,0,19.5,32.2,0
334,1,pass,1564,469402,27.6,31.8,21,48,1,2372222,Almería,Edgar González,1,0,0,23.7,63.7,0
335,1,pass,1564,210977,24.5,67.8,21,51,1,2372222,Almería,Srdjan Babic,1,0,0,38.3,92.7,0
336,1,pass,1564,220871,38.5,88.3,21,57,1,2372222,Almería,Sergio Akieme,1,0,0,28.3,44.8,0
337,1,pass,1564,469402,30.8,39.7,22,3,1,2372222,Almería,Edgar González,1,0,0,31.0,72.0,0
338,1,pass,1564,210977,32.3,72.6,22,7,1,2372222,Almería,Srdjan Babic,1,0,0,29.9,41.6,0
339,1,pass,1564,469402,30.3,37.4,22,11,1,2372222,Almería,Edgar González,1,0,0,32.6,66.7,0
340,1,pass,1564,210977,33.9,69.3,22,14,1,2372222,Almería,Srdjan Babic,1,0,0,39.7,94.5,0
341,1,pass,1564,132161,33.4,90.0,22,17,1,2372222,Almería,Adri Embarba,1,0,0,29.9,37.1,0
342,1,failed_pass,1564,469402,48.8,15.5,22,22,1,2372222,Almería,Edgar González,0,0,0,93.6,30.6,0
343,52,goalkeeper_catches_ball,184,94878,8.7,67.2,22,32,1,2372222,Rayo Vallecano,Stole Dimitrievski,0,0,0,0.0,0.0,0
344,1,failed_pass,184,94878,15.1,55.8,22,42,1,2372222,Rayo Vallecano,Stole Dimitrievski,0,0,0,67.0,57.6,0
345,44,aerial_duel,1564,469402,32.1,36.6,22,46,1,2372222,Almería,Edgar González,1,0,0,0.0,0.0,0
346,44,aerial_duel,184,449300,67.9,63.4,22,46,1,2372222,Rayo Vallecano,Randy Nteka,0,0,0,0.0,0.0,0
347,1,failed_pass,1564,469402,32.7,32.5,22,46,1,2372222,Almería,Edgar González,0,0,0,45.8,35.5,0
348,3,failed_dribble,184,183462,55.8,68.2,22,48,1,2372222,Rayo Vallecano,Unai López,0,0,0,0.0,0.0,0
349,7,tackle,1564,433952,44.2,31.8,22,48,1,2372222,Almería,Largie Ramazani,1,0,0,0.0,0.0,0
350,49,ball_recovery,1564,441293,39.1,29.1,22,50,1,2372222,Almería,Lázaro,1,0,0,0.0,0.0,0
351,4,foul_received,1564,441293,40.9,30.1,22,50,1,2372222,Almería,Lázaro,1,0,152,0.0,0.0,265
352,4,foul_committed,184,183462,59.1,69.9,22,50,1,2372222,Rayo Vallecano,Unai López,0,0,152,0.0,0.0,265
353,1,pass,1564,233681,39.7,30.1,23,9,1,2372222,Almería,Lucas Robertone,1,0,0,59.0,96.2,0
354,1,pass,1564,220871,59.0,96.2,23,11,1,2372222,Almería,Sergio Akieme,1,0,0,52.7,89.0,0
355,1,pass,1564,463170,51.4,86.5,23,13,1,2372222,Almería,Iddrisu Baba,1,0,0,41.3,66.0,0
356,1,pass,1564,210977,43.8,65.4,23,15,1,2372222,Almería,Srdjan Babic,1,0,0,45.4,26.4,0
357,1,pass,1564,469402,45.5,22.7,23,19,1,2372222,Almería,Edgar González,1,0,0,56.7,4.0,0
358,1,pass,1564,234548,56.2,5.8,23,21,1,2372222,Almería,Álex Pozo,1,0,0,41.3,11.7,0
359,1,pass,1564,469402,43.7,20.4,23,25,1,2372222,Almería,Edgar González,1,0,0,34.9,51.8,0
360,1,pass,1564,210977,33.3,60.8,23,28,1,2372222,Almería,Srdjan Babic,1,0,0,39.9,85.7,0
361,1,pass,1564,463170,39.1,72.3,23,31,1,2372222,Almería,Iddrisu Baba,1,0,0,40.7,16.8,0
362,1,pass,1564,234548,41.6,7.3,23,37,1,2372222,Almería,Álex Pozo,1,0,0,38.4,31.6,0
363,1,pass,1564,233681,38.9,29.2,23,40,1,2372222,Almería,Lucas Robertone,1,0,0,38.0,8.3,0
364,1,pass,1564,469402,56.9,10.4,23,45,1,2372222,Almería,Edgar González,1,0,0,61.0,4.1,0
365,1,pass,1564,234548,60.8,4.7,23,47,1,2372222,Almería,Álex Pozo,1,0,0,56.0,28.3,0
366,1,pass,1564,463170,54.0,36.1,23,52,1,2372222,Almería,Iddrisu Baba,1,0,0,51.2,60.8,0
367,1,pass,1564,210977,58.2,69.7,23,55,1,2372222,Almería,Srdjan Babic,1,0,0,80.0,98.7,0
368,1,failed_pass,1564,220871,85.9,89.1,24,2,1,2372222,Almería,Sergio Akieme,0,0,0,87.3,47.6,0
369,12,clearance,184,77359,12.5,49.5,24,3,1,2372222,Rayo Vallecano,Florian Lejeune,1,0,0,31.5,57.6,0
370,13,chance_missed,1564,233681,71.0,40.1,24,6,1,2372222,Almería,Lucas Robertone,1,22,0,0.0,0.0,0
371,10,save,184,94878,1.6,56.9,24,7,1,2372222,Rayo Vallecano,Stole Dimitrievski,1,0,0,0.0,0.0,0
372,6,corner_kick,184,94878,2.2,61.8,24,8,1,2372222,Rayo Vallecano,Stole Dimitrievski,0,0,0,0.0,0.0,0
373,6,corner_kick,1564,233681,97.8,38.2,24,8,1,2372222,Almería,Lucas Robertone,1,0,0,0.0,0.0,0
374,1,pass,1564,233681,99.5,0.5,24,47,1,2372222,Almería,Lucas Robertone,1,0,0,94.1,4.0,0
375,1,pass,1564,132161,94.1,4.0,24,48,1,2372222,Almería,Adri Embarba,1,0,0,80.1,72.0,0
376,3,failed_dribble,1564,220871,81.6,74.5,24,53,1,2372222,Almería,Sergio Akieme,0,0,0,0.0,0.0,0
377,49,ball_recovery,184,40721,8.9,19.0,24,55,1,2372222,Rayo Vallecano,Óscar Trejo,1,0,0,0.0,0.0,0
378,4,foul_received,184,40721,8.5,17.1,24,55,1,2372222,Rayo Vallecano,Óscar Trejo,1,0,152,0.0,0.0,0
379,4,foul_committed,1564,220871,91.5,82.9,24,55,1,2372222,Almería,Sergio Akieme,0,0,152,0.0,0.0,0
380,1,failed_pass,184,94878,11.5,23.7,25,30,1,2372222,Rayo Vallecano,Stole Dimitrievski,0,0,0,61.2,16.5,0
381,44,aerial_duel,1564,210977,36.0,84.8,25,34,1,2372222,Almería,Srdjan Babic,1,0,0,0.0,0.0,0
382,44,aerial_duel,184,449300,64.0,15.2,25,34,1,2372222,Rayo Vallecano,Randy Nteka,0,0,0,0.0,0.0,0
383,1,pass,1564,210977,35.6,86.1,25,34,1,2372222,Almería,Srdjan Babic,1,0,0,40.5,74.6,0
384,49,ball_recovery,1564,233681,37.8,74.4,25,35,1,2372222,Almería,Lucas Robertone,1,0,0,0.0,0.0,0
385,1,failed_pass,1564,233681,37.8,74.4,25,35,1,2372222,Almería,Lucas Robertone,0,0,0,-1.1,85.1,0
386,6,corner_kick,184,94878,99.8,15.6,25,39,1,2372222,Rayo Vallecano,Stole Dimitrievski,1,0,0,0.0,0.0,0
387,6,corner_kick,1564,233681,0.2,84.4,25,39,1,2372222,Almería,Lucas Robertone,0,0,0,0.0,0.0,0
388,1,pass,184,434078,99.7,0.5,26,12,1,2372222,Rayo Vallecano,Isi Palazón,1,0,0,96.9,71.5,0
389,44,aerial_duel,184,89399,95.6,69.2,26,15,1,2372222,Rayo Vallecano,Aridane Hernández,1,0,0,0.0,0.0,0
390,44,aerial_duel,1564,220871,4.4,30.8,26,15,1,2372222,Almería,Sergio Akieme,0,0,0,0.0,0.0,0
391,1,failed_pass,184,89399,94.9,69.0,26,15,1,2372222,Rayo Vallecano,Aridane Hernández,0,0,0,93.9,64.9,0
392,4,foul_committed,1564,220871,4.8,32.9,26,15,1,2372222,Almería,Sergio Akieme,0,0,152,0.0,0.0,0
393,16,goal,184,449300,88.5,50.0,27,22,1,2372222,Rayo Vallecano,Randy Nteka,1,0,9,0.0,0.0,0
394,58,unidentified,1564,76611,0.6,50.0,27,22,1,2372222,Almería,Diego Mariño,1,0,0,0.0,0.0,0
395,1,pass,1564,132161,49.8,49.9,28,27,1,2372222,Almería,Adri Embarba,1,0,0,43.8,35.7,0
396,61,touched_ball,1564,233681,44.1,32.7,28,28,1,2372222,Almería,Lucas Robertone,1,0,0,0.0,0.0,0
397,4,foul_received,184,178424,42.2,70.6,28,28,1,2372222,Rayo Vallecano,Alfonso Espino,1,0,152,0.0,0.0,0
398,4,foul_committed,1564,441293,57.8,29.4,28,28,1,2372222,Almería,Lázaro,0,0,152,0.0,0.0,0
399,1,pass,184,77359,43.4,72.1,28,50,1,2372222,Rayo Vallecano,Florian Lejeune,1,0,0,85.8,85.5,0
400,61,touched_ball,184,165682,84.3,85.3,28,53,1,2372222,Rayo Vallecano,Álvaro García,0,0,0,0.0,0.0,0
401,1,pass,1564,233681,22.6,26.5,28,54,1,2372222,Almería,Lucas Robertone,1,0,0,25.6,13.5,0
402,49,ball_recovery,1564,441293,25.6,13.2,28,55,1,2372222,Almería,Lázaro,1,0,0,0.0,0.0,0
403,1,pass,1564,441293,25.0,12.2,28,56,1,2372222,Almería,Lázaro,1,0,0,9.2,8.6,0
404,1,pass,1564,233681,10.0,6.5,28,58,1,2372222,Almería,Lucas Robertone,1,0,0,39.7,9.8,0
405,4,foul_received,1564,432838,42.2,8.1,29,0,1,2372222,Almería,Luis Suárez,1,0,152,0.0,0.0,265
406,4,foul_committed,184,77359,57.8,91.9,29,0,1,2372222,Rayo Vallecano,Florian Lejeune,0,0,152,0.0,0.0,265
407,1,pass,1564,233681,44.4,15.9,29,30,1,2372222,Almería,Lucas Robertone,1,0,0,93.6,23.1,0
408,3,failed_dribble,1564,132161,95.0,23.8,29,32,1,2372222,Almería,Adri Embarba,0,0,0,0.0,0.0,0
409,7,tackle,184,89399,5.0,76.2,29,32,1,2372222,Rayo Vallecano,Aridane Hernández,1,0,0,0.0,0.0,0
410,6,corner_kick,184,89399,4.4,79.0,29,33,1,2372222,Rayo Vallecano,Aridane Hernández,0,0,0,0.0,0.0,0
411,6,corner_kick,1564,132161,95.6,21.0,29,33,1,2372222,Almería,Adri Embarba,1,0,0,0.0,0.0,0
412,1,pass,1564,132161,99.5,0.5,29,55,1,2372222,Almería,Adri Embarba,1,0,0,95.8,46.4,0
413,13,chance_missed,1564,463170,95.6,47.4,29,56,1,2372222,Almería,Iddrisu Baba,1,25,0,0.0,0.0,0
414,5,ball_out,184,89399,0.0,55.4,29,56,1,2372222,Rayo Vallecano,Aridane Hernández,1,0,346,0.0,0.0,0
415,5,ball_out,1564,463170,100.0,44.6,29,56,1,2372222,Almería,Iddrisu Baba,0,0,346,0.0,0.0,0
416,1,failed_pass,184,94878,4.7,45.8,32,33,1,2372222,Rayo Vallecano,Stole Dimitrievski,0,0,0,55.6,7.1,0
417,44,aerial_duel,1564,463170,42.4,85.0,32,36,1,2372222,Almería,Iddrisu Baba,1,0,0,0.0,0.0,0
418,44,aerial_duel,184,434078,57.6,15.0,32,36,1,2372222,Rayo Vallecano,Isi Palazón,0,0,0,0.0,0.0,0
419,1,pass,1564,463170,41.9,77.5,32,36,1,2372222,Almería,Iddrisu Baba,1,0,0,63.4,82.9,0
420,61,touched_ball,1564,432838,63.4,82.9,32,38,1,2372222,Almería,Luis Suárez,0,0,0,0.0,0.0,0
421,1,failed_pass,184,89399,10.3,8.7,32,42,1,2372222,Rayo Vallecano,Aridane Hernández,0,0,0,15.4,6.5,0
422,74,pass_block,1564,432838,81.3,86.9,32,42,1,2372222,Almería,Luis Suárez,1,0,0,0.0,0.0,0
423,61,touched_ball,1564,432838,78.7,92.7,32,46,1,2372222,Almería,Luis Suárez,0,0,0,0.0,0.0,0
424,1,pass,184,434078,29.9,7.1,32,47,1,2372222,Rayo Vallecano,Isi Palazón,1,0,0,30.9,11.8,0
425,1,failed_pass,184,183462,22.4,11.8,32,48,1,2372222,Rayo Vallecano,Unai López,0,0,0,62.1,29.0,0
426,1,pass,1564,469402,37.1,78.4,32,53,1,2372222,Almería,Edgar González,1,0,0,48.3,91.4,0
427,49,ball_recovery,1564,220871,48.7,91.5,32,54,1,2372222,Almería,Sergio Akieme,1,0,0,0.0,0.0,0
428,45,dribble_received,184,183462,34.4,14.0,32,57,1,2372222,Rayo Vallecano,Unai López,0,0,0,0.0,0.0,0
429,3,dribble_successful,1564,220871,65.6,86.0,32,57,1,2372222,Almería,Sergio Akieme,1,0,0,0.0,0.0,0
430,45,dribble_received,184,433161,28.2,20.8,32,58,1,2372222,Rayo Vallecano,Óscar Valentín,0,0,0,0.0,0.0,0
431,3,dribble_successful,1564,220871,71.8,79.2,32,58,1,2372222,Almería,Sergio Akieme,1,0,0,0.0,0.0,0
432,1,pass,1564,220871,76.1,70.1,33,0,1,2372222,Almería,Sergio Akieme,1,0,0,93.8,66.3,0
433,15,shot_blocked,1564,432838,91.4,61.3,33,2,1,2372222,Almería,Luis Suárez,1,22,0,0.0,0.0,0
434,10,save,184,94878,5.2,42.3,33,2,1,2372222,Rayo Vallecano,Stole Dimitrievski,1,0,0,0.0,0.0,0
435,4,foul_received,184,97624,8.2,28.6,33,4,1,2372222,Rayo Vallecano,Iván Balliu,1,0,152,0.0,0.0,0
436,4,foul_committed,1564,132161,91.8,71.4,33,4,1,2372222,Almería,Adri Embarba,0,0,152,0.0,0.0,0
437,1,failed_pass,184,94878,9.0,25.9,34,38,1,2372222,Rayo Vallecano,Stole Dimitrievski,0,0,0,62.8,-1.5,0
438,5,ball_out,184,94878,64.2,0.0,34,42,1,2372222,Rayo Vallecano,Stole Dimitrievski,0,0,347,0.0,0.0,0
